name,host_name,neighbourhood_group,room_type,price_per_minimum_night,review_rate_per_month
One Bedroom Mini studio - Free WIFI,Nazleen,Queens,Entire home/apt,57.5,397.97999999999996
"Sunlit and Cozy Williamsburg/Greenpoint, Brooklyn",Allison,Brooklyn,Private room,27.5,0.01
BROOKLYN > Guest Room w/ King Bed in Williamsburg,Scott,Brooklyn,Private room,34.5,477.4
Bright Cozy Chinatown Studio Apt.,Patricia,Manhattan,Entire home/apt,50.0,803.66
Eveland the Place to Stay & Enjoy a 5-⭐️ 2bdrm,Evelyn,Brooklyn,Entire home/apt,84.5,1580.0600000000002
Superior @ Box House,The Box House Hotel,Brooklyn,Private room,59.666666666666664,12.959999999999999
Hells Kitchen Garden of Eden,Moss Owen,Manhattan,Private room,50.0,12.959999999999999
"Historic House Boerum Hill, BK, NYC",Nancy,Brooklyn,Entire home/apt,33.75,0.6000000000000001
Lovely 3 bedroom in Italianate Brownstone w/garden,Bliss,Brooklyn,Entire home/apt,58.333333333333336,4.2
"Williamsburg HUGE, PRIVATE BATH - Next to Train!",Pam,Brooklyn,Private room,8.571428571428571,57.76
Cozy room in East Village with AC,Jennifer,Manhattan,Private room,35.5,329.42
Duplex w/ Terrace @ Box House Hotel,The Box House Hotel,Brooklyn,Private room,116.33333333333333,0.72
Loft w/ Terrace @ Box House Hotel,The Box House Hotel,Brooklyn,Private room,116.33333333333333,0.49000000000000005
Spacious 3 Bedroom Duplex in Park Slope,Ellis,Brooklyn,Entire home/apt,5.5,17.34
Loft w/ Terrace @ Box House Hotel,The Box House Hotel,Brooklyn,Private room,83.0,0.04
Columbia Castle in Brooklyn Heights,Christopher,Brooklyn,Private room,33.333333333333336,44.88
Columbia Castle 2 BR,Christopher,Brooklyn,Entire home/apt,66.66666666666667,68.0
"Charming Artist's Flat, East Village",Sarah,Manhattan,Entire home/apt,42.25,576.0
BEAUTIFUL 2 BEDROOM APARTMENT,Ruthven,Brooklyn,Entire home/apt,61.666666666666664,49.220000000000006
Brooklyn Cove Studio Apt w/ Garden!!,Julian,Brooklyn,Entire home/apt,32.5,517.5600000000001
"Ft. Greene garden gem, large and convenient",Leslie,Brooklyn,Entire home/apt,3.7142857142857144,0.25
Williamsburg penthouse with private roof cabana,Sophie,Brooklyn,Entire home/apt,6.633333333333334,0.88
East Village Designer's 1-BR APT,Yvette,Manhattan,Entire home/apt,112.5,10.89
Superior @ Box House,The Box House Hotel,Brooklyn,Private room,59.666666666666664,1.8200000000000003
So Much Room in Brooklyn,Famous,Brooklyn,Entire home/apt,30.0,0.25
Large Studio--Heart of East Village,Kyle,Manhattan,Entire home/apt,139.0,1505.44
Huge.Bright.Clean.Safe. Private Room,Ange,Manhattan,Private room,31.666666666666668,495.06000000000006
Garden 1BR/1BA Brownstone Apt - 2 blocks to subway,Alex,Brooklyn,Entire home/apt,5.266666666666667,1.21
MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN,T,Manhattan,Entire home/apt,75.0,228.01
"WONDERFUL, COMFORTABLE STUDIO",Marylyn,Brooklyn,Entire home/apt,30.0,492.67999999999995
MAISON DES SIRENES 2,Nathalie,Brooklyn,Entire home/apt,60.0,57.0
"Modern, Safe, Clean, Bright Room in Astoria for 2",Savannah,Queens,Private room,80.0,50.82
The Vernon On Greene,Jason,Brooklyn,Entire home/apt,87.5,1383.8000000000002
"Beautiful, Bright’s, Warm & Spacious 1.5BR Apt",Keishera,Brooklyn,Entire home/apt,24.0,108.16
Lovely 1BR in Tree-lined WBurg,Tessa,Brooklyn,Entire home/apt,20.0,1.69
Spacious Loft in Clinton Hill,Eduardo,Brooklyn,Entire home/apt,40.0,0.28
"The Brooklyn Waverly, One Bedroom",Sahr,Brooklyn,Private room,41.25,1.21
LOVELY APARTMENT IN THE HEART OF NY,Shon,Manhattan,Entire home/apt,31.25,0.01
Groovy NYC Chelsea Pad,Peter Michael,Manhattan,Entire home/apt,4.333333333333333,3.61
Comfortable Cozy Space in El Barrio,Liz And Melissa,Manhattan,Shared room,9.285714285714286,171.61
Sunny Bklyn Jewel  Fort Greene JULY  - AUG 2019,Wanda,Brooklyn,Entire home/apt,4.1,2.25
"MANHATTAN Neat, Nice, Bright ROOM",Giorgio,Manhattan,Private room,33.5,186.32000000000002
Large Brand New Park Slope 1BR,Mi,Brooklyn,Entire home/apt,18.571428571428573,97.02
Colorful Artistic Williamsburg Apt,Lee And Tara,Brooklyn,Private room,33.333333333333336,9.61
UWS Brownstone Near Central Park,Chas,Manhattan,Entire home/apt,10.095238095238095,20.7
Artsy TopFloor Apt in PRIME BEDFORD Williamsburg,Ade,Brooklyn,Entire home/apt,63.333333333333336,218.24
2 BR w/ Terrace @ Box House Hotel,The Box House Hotel,Brooklyn,Private room,199.66666666666666,0.8099999999999999
BOHEMIAN EAST VILLAGE 2 BED HAVEN,Jason,Manhattan,Entire home/apt,49.8,278.88
Oceanfront Apartment in Rockaway,Michelle,Queens,Private room,2.5925925925925926,1.69
Private 1-Bedroom Apt in Townhouse,Alex,Brooklyn,Entire home/apt,3.3333333333333335,2.4
Bright Room With A Great River View,Alicia,Manhattan,Private room,20.0,1455.4
Tree lined block modern apartment,Olivia,Brooklyn,Entire home/apt,67.5,74.82
Sweet Historic Greenpoint Duplex,Maya,Brooklyn,Entire home/apt,58.333333333333336,627.4399999999999
Riverside Charm with Fire Place,Kai,Manhattan,Entire home/apt,24.0,27.44
"Very Central, Nomad/Chelsea Loft Studio",Driss,Manhattan,Entire home/apt,9.38888888888889,30.779999999999998
Sunny 3BR Apt Ideal for Family  ,Marine,Brooklyn,Entire home/apt,23.571428571428573,0.09
Cozy Private Room in West Harlem!,Kelli,Manhattan,Private room,90.0,0.02
UES Quiet & Spacious 1 bdrm for 4,Olivia,Manhattan,Entire home/apt,112.5,31.919999999999998
ALL ABOUT A VERY COMFORTABLE ROOM..,Carol,Brooklyn,Private room,47.5,270.58
Brooklyn- Crown Heights Garden Apt.,Anthony,Brooklyn,Private room,27.5,619.9699999999999
Cozy room in Time Square!,Natalia,Manhattan,Private room,8.5,135.72
Large Park Slope Townhouse Duplex,Susi,Brooklyn,Entire home/apt,14.214285714285714,7.5600000000000005
Lower East Side 2 Bedroom Apt,Tony,Manhattan,Entire home/apt,211.0,31.2
"Manhattan Studio, Perfect Location",Andrey,Manhattan,Entire home/apt,24.166666666666668,15.600000000000001
Sun-Drenched Hamilton Hts Jewel   ,Jane,Manhattan,Private room,4.642857142857143,12.25
Your Stunning Vacation Apartment!,Will,Manhattan,Entire home/apt,99.0,1033.6
1 BDRM Apt-Weekend Sublease,Lilly,Queens,Entire home/apt,27.5,9.6
ROOM WITH A  KITCHENETTE,Marylyn,Brooklyn,Entire home/apt,26.666666666666668,510.75
"Conveniently Located, Sunny Brooklyn Heights!",LuLu,Brooklyn,Entire home/apt,5.0,91.2
Style in Stuyvesant Heights,Roberta,Brooklyn,Entire home/apt,27.5,52.5
Heart of Meatpacking & Chelsea,Paul,Manhattan,Private room,145.0,12.6
Williamsburg apartment right by the subway,Itamar,Brooklyn,Entire home/apt,47.5,25.5
Spacious Brooklyn Loft - 2 Bedroom,Vikram,Brooklyn,Entire home/apt,100.0,8.99
"Park Slope Apt:, Spacious 2 bedroom",Elizabeth,Brooklyn,Entire home/apt,82.5,5.29
NYC Studio for Rent in Townhouse,Christopher,Manhattan,Entire home/apt,55.0,204.48
⚡Quiet Gem w/roof deck on NY's Hottest Street⚡,Justin,Manhattan,Entire home/apt,197.5,51.1
Authentic New York City Living ,Rodney,Brooklyn,Private room,49.5,20.520000000000003
SUPER BIG AND COZY PRIVATE BEDROOM,Antonín,Brooklyn,Private room,39.0,77.08
☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests,Seith,Manhattan,Entire home/apt,94.5,1652.3
Gorgeous Upper West Side Apartment,Eric,Manhattan,Private room,85.0,0.09
"Luxe, Spacious 2BR 2BA Nr Trains",Katharine,Brooklyn,Entire home/apt,8.666666666666666,0.09
City Room - Street View Apt,Wayne,Manhattan,Entire home/apt,122.0,136.88
Cozy and Bright One Bedroom in BK,Lauren,Brooklyn,Entire home/apt,82.5,313.25
Forest Hills Apt minutes to midtown Manhattan,Jean,Queens,Entire home/apt,32.333333333333336,33.879999999999995
Spacious West Village 1 b/room King,Catherine,Manhattan,Entire home/apt,42.5,6.0
Perfect Williamsburg Summer Haven,Holly,Brooklyn,Entire home/apt,62.5,2.25
Midtown cozy convenient,Tracy,Manhattan,Private room,32.5,112.35000000000001
Prime Williamsburg Apartment,Giovanni,Brooklyn,Entire home/apt,22.5,8.36
"Private, spacious room in Brooklyn",Karen,Brooklyn,Private room,25.0,707.47
Garden apartment close to Manhattan,Christopher,Brooklyn,Entire home/apt,56.666666666666664,78.26
The Ground Studio - West Side,Jeff,Manhattan,Entire home/apt,33.0,1.0
Stunning arty 3200sf 3FLR+3BR townhome w/terrace,Irena,Brooklyn,Entire home/apt,35.714285714285715,3.78
Sunny and Spacious Designer's Home,Michael,Brooklyn,Entire home/apt,28.2,1.68
"Spacious,Sunny, private one bedroom",Jessica,Brooklyn,Entire home/apt,3.2,51.1
Truly Amazing Oasis In The City,Daniel,Brooklyn,Entire home/apt,83.0,232.5
Holiday Time in NY - Oh My!!,Ivy,Brooklyn,Private room,39.5,135.7
"East Village, King-Sized, Charmer",Dave,Manhattan,Entire home/apt,92.5,48.989999999999995
Affordable Furnished Apartment,Mark,Brooklyn,Entire home/apt,40.0,559.12
Architect's Brownstone,Orna,Brooklyn,Entire home/apt,495.0,14.35
LUXURY SOHO 2 Bedroom Apt ,Allison,Manhattan,Entire home/apt,125.0,3.78
Charming Nolita Apartment!!,Vanessa,Manhattan,Entire home/apt,58.333333333333336,46.919999999999995
"EAST VILLAGE STUDIO, sunny & quiet",Josh,Manhattan,Entire home/apt,37.5,5.0600000000000005
LUXURY OF THE HORIZON,Rinaldo,Manhattan,Entire home/apt,32.375,2.89
1 Bdrm in 4 Bdrm dupelx/roof deck,Jonathan,Manhattan,Private room,96.0,19.72
The Heart of Prime Williamsburg,Oliver,Brooklyn,Entire home/apt,20.714285714285715,0.64
Cozy 2 Bedroom with Private Garden,Carolyn,Manhattan,Entire home/apt,19.0,0.16
Three-bedroom house in a quiet neighborhood,Meighan,Brooklyn,Entire home/apt,62.5,37.44
Beautiful Duplex w/Private Garden,Julie,Manhattan,Entire home/apt,147.5,56.24
NYC - Sunny Greenwich Village 1br,John,Manhattan,Entire home/apt,58.333333333333336,3.42
Garage Designer Loft,Mihalis,Brooklyn,Entire home/apt,225.5,61.92
Best City Area Columbia U Upper West Side C Park,B.,Manhattan,Entire home/apt,82.5,416.38000000000005
Artsy 1 bedroom Apt. 20 min to 42nd Grand Central!,"Dee, Dre & Mama Shelley",Bronx,Entire home/apt,77.0,490.53000000000003
Lower East Side 2 Bed Apt.,Peter,Manhattan,Entire home/apt,62.5,3.8000000000000003
Astoria-Private Home NYC-,Gladys & Bob,Queens,Entire home/apt,129.0,1796.76
"BIG, COMFY , PRIV. ROOM, BIG APT, YARD, GREAT LOC.",M,Brooklyn,Private room,49.0,0.72
CHARMING PRIVATE BEDROOM EAST VILLAGE,Ewelina,Manhattan,Private room,13.571428571428571,7.5
City Room - Semi Private Bedroom,Wayne,Manhattan,Private room,18.333333333333332,145.18
Cozy apartment in a brownstone,William,Manhattan,Entire home/apt,150.0,434.42
Female Only Clean15min to Manhattan,Lucy,Queens,Private room,1.05,29.150000000000002
Greenpoint Spacious Loft,Pat,Brooklyn,Entire home/apt,62.5,113.36000000000001
Private E. Village Townhouse Stay,Donna,Manhattan,Private room,58.333333333333336,315.0
Harlem/Hamilton Heights Cozy Room,Kimberly,Manhattan,Private room,25.0,15.959999999999999
Incredible Prime Williamsburg Loft!,Meredith,Brooklyn,Entire home/apt,5.666666666666667,19.5
Large  Loft Style  Studio  Space,Tokunbo,Brooklyn,Entire home/apt,2.3225806451612905,80.08
Hancock Town House!-Stuyvesant Mews,Fred,Brooklyn,Private room,165.0,7.5600000000000005
Entire Apt in Heart of Williamsburg,Laura,Brooklyn,Entire home/apt,33.0,149.76
Clinton Hill + Free Coffee = #smile,Pepe,Brooklyn,Private room,25.0,18.92
"Nice, cozy, neat apt Greenpoint,BK",Lennny & Megan,Brooklyn,Entire home/apt,26.0,0.2
PRIVATE and SUNNY Williamsburg Apt!,Amia,Brooklyn,Entire home/apt,69.5,1540.0
Purple Room for 2/3 in brownstone $1450 per month,JT And Tiziana,Brooklyn,Private room,88.0,43.52
Red Room for two in Brownstone for $1355/mo,JT And Tiziana,Brooklyn,Private room,80.0,15.989999999999998
"Chelsea living, 2BR best location",Kaye,Manhattan,Private room,75.0,66.23
LOCATION LOCATION LOCATION UWS 60's,Ligia,Manhattan,Entire home/apt,66.66666666666667,1.2
In the heart of East Village,James,Manhattan,Entire home/apt,100.0,111.24000000000001
Sunny 15min to Manhattan LADY only,Lucy,Queens,Private room,1.05,17.63
Surfer room 15mins to downtown NYC!,Alain,Brooklyn,Private room,15.0,0.09
Manhattan Penthouse-Max.12 guests,"Robert ""Bob""",Manhattan,Entire home/apt,98.33333333333333,528.91
Prime Williamsburg 3 BR with Deck,Andres,Brooklyn,Entire home/apt,90.0,29.23
Beautiful Brooklyn Oasis ,Placid,Brooklyn,Entire home/apt,65.0,10.149999999999999
Blue Room in Awesome Artist's Apartment!,Jsun,Brooklyn,Private room,29.666666666666668,473.55
Cool & Spacious Harlem Artist Flat,Jorin,Manhattan,Entire home/apt,39.6,18.48
☆ STUDIO East Village ☆ Own bath! ☆ Sleeps 4 ☆,Seith,Manhattan,Entire home/apt,49.5,817.6
Greenpoint Loft / Le Chez Andrea,Andrea,Brooklyn,Private room,11.5,76.54
"*SoHo: Clean, Safe, Private, Peaceful Bedroom (A)*",Jade,Manhattan,Private room,70.0,30.240000000000002
Amazing Brownstone in Best Brooklyn,Smadar,Brooklyn,Entire home/apt,71.42857142857143,0.49000000000000005
Couldn't Be Closer To Columbia Uni2,Rahul,Manhattan,Private room,15.0,33.629999999999995
Lady only Curtain-divided room,Lucy,Queens,Private room,0.75,9.92
Nice Manhattan Apt Near Central Park and Subway,Giancarlo,Manhattan,Entire home/apt,8.064516129032258,364.71999999999997
LG Private Room/Family Friendly,Wanda,Brooklyn,Private room,20.0,3216.0
Spacious Quiet rm - 20mins to Midtown,Yvette,Manhattan,Private room,37.5,11.899999999999999
"3 BR, Beautiful Brooklyn Duplex",Jilly,Brooklyn,Entire home/apt,70.0,0.36
Spacious modern studio apartment in Manhattan,Daniel,Manhattan,Entire home/apt,22.77777777777778,0.12
Gorgeous Duplex + Garden,Adam,Brooklyn,Entire home/apt,43.8,0.06
CBG# 4Tiny room w/ huge window/AC,Lisel,Brooklyn,Private room,60.0,4.2
Charming upper west side apartment,Barbara,Manhattan,Entire home/apt,92.5,171.57000000000002
Light-filled East Village Delight,Chris,Manhattan,Entire home/apt,63.333333333333336,235.20000000000002
"Sunny, quiet, legal homelike suite-Pk Slope South",Sara,Brooklyn,Entire home/apt,3.75,107.06
Spacious Duplex in Brownstone!,Benton,Manhattan,Entire home/apt,125.0,1.3199999999999998
Lovely Vintage Haven—Heart of UWS,Linda & Chris,Manhattan,Entire home/apt,2.6923076923076925,1.3199999999999998
Modern Space in Charming Pre-war,Alec,Manhattan,Private room,32.5,17.63
Warehouse Loft with Garden view,Julia,Brooklyn,Entire home/apt,37.5,94.83000000000001
 Affordable & Cozy ,Vanessa,Bronx,Private room,9.25,141.57
Creative Vintage Loft in S. Williamsburg,Ali & SweetPea,Brooklyn,Entire home/apt,42.5,76.54
The Happy home!,Lena,Manhattan,Entire home/apt,39.5,2.4
"Fort Greene, Brooklyn: Front Bedroom",Doug,Brooklyn,Private room,42.5,19.25
Gorgeous 1 bdrm in huge duplex!,Benton,Manhattan,Private room,85.0,3.06
"Sunny, cozy room in Lower East Side",Cheryl,Manhattan,Private room,38.333333333333336,0.12
Large Quiet Bedroom Near Columbia U,Jorin,Manhattan,Private room,17.8,20.209999999999997
Cozy Pre-War Harlem Apartment,Lewis,Manhattan,Shared room,16.333333333333332,772.8
spacious studio,Jane,Brooklyn,Private room,30.333333333333332,600.09
"Elegant 2-BR duplex, Union Square",Donna,Manhattan,Entire home/apt,200.0,118.64999999999999
Cozy private family home in Bushwick,Kris,Brooklyn,Entire home/apt,75.0,5.0600000000000005
Luxury 2Bed/2.5Bath Central Park View,Henry,Manhattan,Entire home/apt,66.66666666666667,9.9
Cosy Sunny 1brm in Prospect Heights,Jennifer,Brooklyn,Entire home/apt,32.333333333333336,9.92
East Village bedroom w rooftop,Cj,Manhattan,Private room,25.0,24.990000000000002
Williamsburg Home Away From Home!,Dani,Brooklyn,Entire home/apt,44.75,5.52
Brand New Beautiful Duplex Apartment with Garden,Sarah,Brooklyn,Entire home/apt,250.0,4.2
"PRIME, Luxury, Spacious 2 Bedroom Apt in Chelsea",Amit,Manhattan,Entire home/apt,42.9,16.2
SPACIOUS ALCOVE STUDIO/ JUNIOR ONE,Kathrine,Manhattan,Entire home/apt,31.5,85.5
High-end doorman bldg in the LES,Milan,Manhattan,Private room,60.0,102.96000000000001
Spring & Mulberry 2 Bedroom Apartment,Tony,Manhattan,Entire home/apt,300.0,0.36
Ultra Modern NYC Garden Apartment,Jason,Queens,Entire home/apt,3.566666666666667,4.62
Modern Garden Apartment in NYC,Jason,Queens,Entire home/apt,3.1666666666666665,6.24
Gorgeous Entire Manhattan Townhouse,Rosario,Manhattan,Entire home/apt,99.5,129.87
Cozy studio Apartment in Upper East,Mat,Manhattan,Entire home/apt,60.0,78.26
Historic classic central cozy Village clean NYU,Mike,Manhattan,Entire home/apt,13.266666666666667,45.54
A PRIVATE FLAT / APARTMENT- $SPECIAL$,Christian & Carla,Bronx,Entire home/apt,62.5,769.64
Williamsburg bedroom by Bedford Ave,Obed,Brooklyn,Private room,35.0,544.8
Clean and bright with a comfortable atmosphere,Lisa,Brooklyn,Private room,18.75,124.0
WEST VILLAGE LRG CLEAN SUNNY PRIVATE BDRM,Village,Manhattan,Private room,3.3333333333333335,0.35000000000000003
Historic Brooklyn Studio Apartment,Andrew & Markus,Brooklyn,Entire home/apt,49.5,368.39
Comfort at Crossroads of Downtown,Daniel,Manhattan,Entire home/apt,250.0,0.04
"""The Oasis"" on Bedford Williamsburg",Mariana,Brooklyn,Entire home/apt,58.333333333333336,0.02
"Large, sunny garden apartment.",Mj,Brooklyn,Entire home/apt,56.666666666666664,46.9
UNION SQUARE/ E. VILL 1BR BEAUTIFUL,Leslie,Manhattan,Entire home/apt,165.0,42.84
Hell's Kitchen Funky 80's Hideaway!,Michael,Manhattan,Private room,99.0,89.0
Room in Chic Modern High Line Luxury- New!,David,Manhattan,Private room,63.75,0.02
Family & Friends in New York City,O'Dell,Brooklyn,Entire home/apt,56.333333333333336,329.22
Spacious & Comfy BK Brownstone,Sundiata,Brooklyn,Entire home/apt,24.75,84.6
Large Luxury Upper East Side Studio,Marina,Manhattan,Entire home/apt,24.142857142857142,15.989999999999998
Chateau Style Brooklyn Loft for Singles or Couples,Farrah,Brooklyn,Entire home/apt,53.333333333333336,18.48
Lovely Brooklyn Brownstone 1BR!,Karen,Brooklyn,Entire home/apt,71.66666666666667,11.549999999999999
Beautiful Grdn. Apt. in Park Slope,Alan,Brooklyn,Entire home/apt,43.333333333333336,361.58
Sun-drenched East Village Penthouse,Matthew,Manhattan,Private room,36.666666666666664,68.85
Columbus Circle Luxury Bldg - Private Room&Bath,Marcela,Manhattan,Private room,5.357142857142857,19.35
Bright Private Bedroom in Williamsburg (Bedford L),Melody,Brooklyn,Private room,2.1666666666666665,28.080000000000002
"Spacious, Kid-Friendly, and 15-20 Mins. to Midtown",Mike,Queens,Private room,37.5,268.8
Quiet Chelsea Studio w/Charm,Anastasia,Manhattan,Entire home/apt,24.833333333333332,6.210000000000001
Large Room Overlooking Central Park,Elina,Manhattan,Private room,14.833333333333334,12.95
"Cheerful, comfortable room",Susan,Manhattan,Private room,50.0,528.75
Hospitality on Propsect Pk-12 yrs Hosting Legally!,Dennis,Brooklyn,Private room,43.0,2654.62
"Prospect Pk*NYC in 5 stops* Cozy,Clean & Legal!",Dennis,Brooklyn,Private room,42.0,60.48
Loft Style Apt in Williamsburg,Erika,Brooklyn,Private room,85.0,44.62
2 Beds over Bed-Stuy,Tim,Brooklyn,Entire home/apt,46.333333333333336,98.77
"Sunny, Large, Park Slope Bedroom",Elizabeth,Brooklyn,Private room,105.0,466.31
Huge Bklyn Loft w Private Roofdeck,Vanessa,Brooklyn,Entire home/apt,53.0,2.4
Quiet Jr Alcove Near Times Square!,Vlad,Manhattan,Entire home/apt,149.0,157.38
Large room in elevator drman bldg,Colin,Manhattan,Private room,34.0,1150.5
"Comfy, Cozy, Brooklyn close to Manhattan",Toni,Brooklyn,Entire home/apt,33.0,451.26000000000005
